user_id,ticket_id,customer_name,event_name,event_date,venue_name,seat_number,ticket_price,payment_method,booking_date,booking_status,event_type
83,83,Levi Redler,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,2/16/2022,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,sed vestibulum sit amet cursus id turpis integer aliquet massa id,491.28,debit card,8/24/2022,confirmed,cricket
84,84,Billy Fieller,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,3/14/2022,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,466.93,PayPal,04-10-2022,cancelled,cricket
85,85,Robyn Wisniewski,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,10-03-2022,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,465.31,credit card,8/31/2022,pending,dance
86,86,Loralyn Teligin,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,3/24/2022,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,473.83,credit card,04-12-2022,confirmed,dance
87,87,Wilone Edgcumbe,id sapien in sapien iaculis congue vivamus metus arcu adipiscing,12/21/2022,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,155,credit card,10/13/2022,pending,horror movie
88,88,Marthena Gouldstone,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,8/22/2022,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,420.89,PayPal,1/30/2022,pending,horror movie
89,89,Alexandros Berrie,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,06-10-2022,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,145.22,debit card,6/28/2022,cancelled,cricket
90,90,Patton Samson,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,10/17/2022,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,491.24,credit card,04-12-2022,confirmed,cricket
91,91,Alexei Jarrelt,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,1/21/2022,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,373.98,credit card,10/29/2022,pending,sci-fi movie
92,92,Charley Abbotson,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,8/26/2022,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,226.7,PayPal,09-07-2022,confirmed,cricket
93,93,Pierre Caldero,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,11-05-2022,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,219.94,PayPal,11-11-2022,cancelled,football
94,94,Minnaminnie Guerri,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,04-09-2022,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,198.22,credit card,11/28/2022,confirmed,football
95,95,Talia Golson,dolor morbi vel lectus in quam fringilla rhoncus mauris enim,4/14/2022,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,363.56,debit card,11-09-2022,cancelled,sci-fi movie
96,96,Madlin Bickerton,malesuada in imperdiet et commodo vulputate justo in blandit ultrices,10-09-2022,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,131.07,debit card,4/17/2022,confirmed,thriller movie
97,97,Kim Meaker,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,02-10-2022,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,169.33,debit card,5/19/2022,confirmed,cricket
98,98,Silvanus Blose,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,10-02-2022,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,364.71,credit card,07-08-2022,cancelled,dance
99,99,Sayre Lilywhite,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,4/14/2022,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,434.99,PayPal,12/27/2022,confirmed,dance
100,100,Clovis Diggin,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,4/16/2022,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,407.47,credit card,12-08-2022,cancelled,sci-fi movie
101,101,Ramsey Schurcke,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,1/31/2022,lorem quisque ut erat curabitur gravida nisi at nibh in hac,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,94.48,debit card,4/29/2022,pending,thriller movie
102,102,Tracie Dmiterko,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,10-04-2022,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,204.35,debit card,12/20/2022,cancelled,sci-fi movie
103,103,Lee Spanton,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,6/29/2022,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,240.85,debit card,10/27/2022,cancelled,sci-fi movie
104,104,Aggi Miller,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,01-06-2022,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,451.05,debit card,12-04-2022,confirmed,f1
105,105,Kristofer Ballston,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,07-12-2022,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,403.43,credit card,05-01-2022,pending,thriller movie
106,106,Harwell Pollak,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,3/28/2022,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,44.82,credit card,11-12-2022,confirmed,music
107,107,Keary Napper,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,04-03-2022,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,322.05,credit card,02-08-2022,confirmed,cricket
108,108,Jamaal Justice,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,4/21/2022,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,venenatis lacinia aenean sit amet justo morbi ut odio cras mi,465.03,credit card,8/26/2022,confirmed,music
109,109,Roderick Mateescu,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,10/27/2022,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,431.31,credit card,12-09-2022,pending,dance
110,110,Yuri Tomson,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,11/28/2022,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,215.18,debit card,08-05-2022,confirmed,thriller movie
111,111,Dot Morcomb,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,8/31/2022,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,443.82,credit card,6/20/2022,cancelled,dance
112,112,Sheila-kathryn Heningam,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,03-02-2022,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,139.36,PayPal,03-01-2022,confirmed,f1
113,113,Barth Corwin,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,8/13/2022,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,262.08,PayPal,08-09-2022,pending,cricket
114,114,Annamarie Clissold,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,8/27/2022,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,95.08,PayPal,04-05-2022,confirmed,football
115,115,Tansy Edmundson,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,9/30/2022,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,384.66,credit card,5/19/2022,pending,dance
116,116,Georgie Toppin,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,5/31/2022,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,333.45,debit card,12/14/2022,confirmed,sci-fi movie
117,117,Morganne Ickowics,consequat morbi a ipsum integer a nibh in quis justo,06-11-2022,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,161.23,credit card,3/13/2022,cancelled,music
118,118,Sibbie Derbyshire,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,10/27/2022,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,388.4,credit card,12/14/2022,pending,f1
119,119,Kleon Hanham,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,5/15/2022,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,203.39,debit card,12/23/2022,cancelled,f1
120,120,Gabriellia Burras,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,8/14/2022,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,257.47,PayPal,2/16/2022,pending,cricket
121,121,Kiri Dreelan,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,01-01-2022,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,491.94,PayPal,6/19/2022,confirmed,thriller movie
122,122,Danice Forty,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,11-04-2022,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,240.7,debit card,6/17/2022,pending,cricket
123,123,Konstantine Fancy,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,04-02-2022,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,donec vitae nisi nam ultrices libero non mattis pulvinar nulla,215.86,debit card,07-03-2022,cancelled,horror movie
124,124,Cornelia Cucinotta,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,05-10-2022,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,301.65,debit card,09-09-2022,confirmed,horror movie
